-0.0,"[4, 0.023411994255694006, 0.021946341811830784]"
0.08,"[8, 0.025590532594444264, 0.037752412706606335]"
-0.05,"[4, 0.022417468898575457, 0.030396583375296934]"
0.1,"[8, 0.009225494001531791, 0.009285786230473271]"
0.8,"[6, 0.028606419783588577, 0.029062102937976054]"
-0.0,"[7, 0.023544647691865372, 0.01121166564787578]"
-0.0,"[7, 0.022211984623584684, 0.008046635808469624]"
-0.0,"[5, 0.025126332154250957, 0.01718462233533407]"
0.12,"[6, 0.027817780974875885, 0.03417790310725234]"
-0.0,"[5, 0.02810528502621604, 0.011375824533607021]"
-0.0,"[7, 0.015602882585038492, 0.03289004871504201]"
0.01,"[7, 0.011999013831380462, 0.02752870974468278]"
-0.6,"[7, 0.01881883468529598, 0.02122166493443408]"
-0.01,"[6, 0.013297097359342296, 0.03040140563961095]"
0.04,"[8, 0.027838027774224994, 0.036587565652731704]"
-0.28,"[6, 0.018424138910424225, 0.02240009468011501]"
-0.23,"[7, 0.018167963092146168, 0.022331493557519386]"
