-0.27,"[6, 0.0016548320960778021, 0.003570306892183975]"
-0.0,"[4, 0.0001209982300809456, 0.003878573593172052]"
-0.0,"[6, 8.043896201875691e-05, 0.0035388329424972807]"
-0.0,"[8, 0.0002475329947504348, 0.005739173342597558]"
-0.07,"[6, 0.0014604905199571616, 0.004297170176827018]"
-0.16,"[4, 0.001714107491265892, 0.005094414460638411]"
0.05,"[5, 0.0008468715805364157, 0.002913962872652719]"
0.14,"[7, 0.0007322173076067724, 0.0032481895703924653]"
-0.07,"[6, 0.0017465324942293739, 0.00432585164377477]"
-0.0,"[6, 7.549638608645572e-05, 0.004346278960904533]"
0.02,"[8, 0.0004140122213440475, 0.004076338717073687]"
-0.01,"[7, 0.0013433658021704594, 0.004146653486860326]"
-0.07,"[5, 0.0007969675796902504, 0.003382541796621892]"
-0.3,"[4, 0.0014133406600000693, 0.0052822861817898425]"
-0.03,"[6, 0.001373693987747656, 0.004052228794748795]"
-0.33,"[4, 0.0014114012397898046, 0.004946252935260119]"
-0.3,"[4, 0.0014180796296252211, 0.005313787838531698]"
-0.18,"[4, 0.0012891318290733696, 0.005715474402732578]"
-0.33,"[4, 0.0014280323125154296, 0.004935014788124253]"
-0.33,"[4, 0.0014158414965324024, 0.004878911758311316]"
-0.21,"[4, 0.0013411453385970453, 0.004909767309505155]"
-0.13,"[4, 0.001222885375790894, 0.004894772532173361]"
-0.34,"[4, 0.0014372705218268524, 0.004954462417652128]"
-0.34,"[4, 0.001430377392277879, 0.004964145596824883]"
-0.29,"[4, 0.001451585993685539, 0.0049729150717707]"
-0.27,"[4, 0.0014960781495510162, 0.004959136871950746]"
0.11,"[4, 0.0009375603554127523, 0.004953393534173435]"
-0.29,"[4, 0.0014557267498437765, 0.004949450014105963]"
-0.33,"[4, 0.0013713316288124098, 0.004965587221720549]"
-0.33,"[4, 0.0014113137239654587, 0.004963768071830712]"
