-0.02,"[10, 0.012398924466984654, 0.01626792080958872]"
-0.0,"[8, 0.024948584988474964, 0.019348619618463816]"
-0.11,"[5, 0.015655581315346508, 0.028931820282346275]"
-0.0,"[9, 0.011494505493179737, 0.02107497515569489]"
-0.02,"[9, 0.018090510003748676, 0.02385838556733344]"
-0.02,"[5, 0.01396729342582198, 0.019057080393421345]"
-0.16,"[6, 0.014347374427153907, 0.019868325088861362]"
-0.39,"[8, 0.015122372582617255, 0.016965105786444033]"
-0.06,"[4, 0.015219797981093533, 0.02916687695799]"
-0.0,"[8, 0.017056514437563536, 0.014938805123142612]"
-0.0,"[7, 0.020830902849046318, 0.01748954350823386]"
-0.28,"[6, 0.01318729099815442, 0.014421044016866476]"
-0.0,"[10, 0.010007588527486093, 0.014805450812230336]"
-0.02,"[6, 0.01707884131795932, 0.01905255456826557]"
-0.04,"[4, 0.013532781654832302, 0.023088820400163322]"
