-1.42,"[9, 0, 14, 3]"
3.19,"[11, 2, 12, 1]"
-0.0,"[13, 2, 11, 1]"
-0.94,"[9, 1, 13, 3]"
-7.3,"[10, 1, 11, 0]"
-2.94,"[10, 2, 12, 0]"
-1.25,"[12, 0, 13, 2]"
-3.89,"[12, 0, 13, 3]"
-0.25,"[11, 0, 12, 2]"
-0.81,"[9, 1, 13, 0]"
-5.63,"[11, 3, 14, 3]"
6.31,"[11, 0, 11, 2]"
-0.09,"[11, 2, 13, 1]"
-13.53,"[11, 3, 12, 0]"
-0.99,"[9, 1, 11, 1]"
-0.0,"[13, 2, 12, 0]"
-13.53,"[11, 3, 12, 0]"
-0.0,"[11, 3, 11, 2]"
-0.0,"[13, 3, 12, 0]"
-13.53,"[11, 3, 12, 0]"
-6.29,"[11, 3, 13, 0]"
-4.67,"[11, 3, 14, 0]"
-13.53,"[11, 3, 12, 0]"
-0.0,"[11, 3, 11, 0]"
-13.53,"[11, 3, 12, 0]"
-0.0,"[12, 3, 12, 0]"
