-0.0,"[20, 0.0007105831955718177, 0.019462588104436348]"
-0.0,"[7, 0.0007744597553010387, 0.012240898693271883]"
-0.0,"[18, 0.0004164728724414658, 0.010676788624631279]"
0.01,"[11, 0.00018047115077935642, 0.0005716508530100418]"
0.02,"[4, 0.00023234893314814237, 0.00430168486447935]"
-0.05,"[7, 0.0012615539107236088, 0.006501047461455226]"
-0.0,"[19, 0.0017618568304641027, 0.012977107296754631]"
-0.0,"[18, 0.001473508285150769, 0.01642977647062768]"
-0.0,"[16, 0.00014584412112914172, 0.002137045360862578]"
0.03,"[11, 0.0019075558682074313, 0.006851156581580652]"
-0.0,"[10, 0.0005559118373901536, 0.017971040601116914]"
-0.0,"[9, 0.0009705899109908138, 0.007370134925570037]"
-0.0,"[18, 0.0005874629614988224, 0.019494307684649406]"
-0.0,"[18, 0.0018426880574384946, 0.0055627144149824935]"
-0.0,"[13, 0.0005535542904562018, 0.008130931247423824]"
-0.06,"[5, 0.0013115008404976614, 0.007027946467389141]"
-0.09,"[6, 0.0013245062410039445, 0.006558401445388876]"
-0.07,"[4, 0.0013068072950614793, 0.006508643627666225]"
-0.06,"[5, 0.0013729607047441006, 0.006698916754998704]"
-0.09,"[6, 0.0013960536660943715, 0.00629285213456316]"
-0.05,"[6, 0.0013890232296328584, 0.007059614884490725]"
-0.02,"[6, 0.001845627852754607, 0.0062066456844341415]"
-0.0,"[6, 0.0013474228633275737, 0.00010472290959485433]"
-0.05,"[6, 0.0013925401539866358, 0.005815118729720038]"
-0.09,"[6, 0.001354753976235818, 0.006486456226776935]"
-0.09,"[6, 0.0013316250609168518, 0.006290860944565483]"
