,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-06-25 09:15:00+05:30,138.1999969482422,142.39999389648438,136.85000610351562,141.75,4985853,0,0
2019-06-25 10:15:00+05:30,141.75,142.0500030517578,140.75,140.8000030517578,1207962,0,0
2019-06-25 11:15:00+05:30,140.9499969482422,142.5,140.5500030517578,142.0,1726267,0,0
2019-06-25 12:15:00+05:30,142.0,142.1999969482422,141.0500030517578,141.6999969482422,1118976,0,0
2019-06-25 13:15:00+05:30,141.8000030517578,142.8000030517578,141.14999389648438,142.8000030517578,1705053,0,0
2019-06-25 14:15:00+05:30,142.75,143.39999389648438,141.5,142.75,2321313,0,0
2019-06-25 15:15:00+05:30,142.6999969482422,144.1999969482422,142.60000610351562,143.5500030517578,1276609,0,0
2019-06-26 09:15:00+05:30,142.5,144.5,141.6999969482422,142.60000610351562,2509750,0,0
2019-06-26 10:15:00+05:30,142.5500030517578,144.6999969482422,142.5,144.0,1357589,0,0
2019-06-26 11:15:00+05:30,144.0,145.35000610351562,143.85000610351562,145.35000610351562,1584847,0,0
2019-06-26 12:15:00+05:30,145.35000610351562,146.35000610351562,144.6999969482422,145.9499969482422,1536140,0,0
2019-06-26 13:15:00+05:30,145.85000610351562,147.35000610351562,145.8000030517578,146.8000030517578,1728708,0,0
2019-06-26 14:15:00+05:30,146.75,152.3000030517578,146.6999969482422,151.3000030517578,5046527,0,0
2019-06-26 15:15:00+05:30,151.3000030517578,151.39999389648438,150.4499969482422,150.5500030517578,1208638,0,0
2019-06-27 09:15:00+05:30,151.10000610351562,153.10000610351562,148.8000030517578,149.0500030517578,4364128,0,0
2019-06-27 10:15:00+05:30,149.10000610351562,151.89999389648438,148.85000610351562,151.60000610351562,1707022,0,0
2019-06-27 11:15:00+05:30,151.64999389648438,152.39999389648438,151.10000610351562,151.75,1749299,0,0
2019-06-27 12:15:00+05:30,151.75,152.39999389648438,150.75,151.25,1870062,0,0
2019-06-27 13:15:00+05:30,151.3000030517578,152.14999389648438,148.89999389648438,149.60000610351562,2401051,0,0
2019-06-27 14:15:00+05:30,149.64999389648438,149.6999969482422,146.89999389648438,148.64999389648438,3867690,0,0
2019-06-27 15:15:00+05:30,148.85000610351562,149.10000610351562,147.0,148.3000030517578,1784511,0,0
2019-06-28 09:15:00+05:30,147.75,148.85000610351562,0.0,145.35000610351562,2436766,0,0
2019-06-28 10:15:00+05:30,147.14999389648438,147.3000030517578,143.3000030517578,143.75,4124771,0,0
2019-06-28 11:15:00+05:30,145.0,145.25,142.8000030517578,143.85000610351562,2848927,0,0
2019-06-28 12:15:00+05:30,143.75,144.60000610351562,142.8000030517578,143.89999389648438,2161874,0,0
2019-06-28 13:15:00+05:30,143.85000610351562,144.14999389648438,141.10000610351562,141.60000610351562,2763116,0,0
2019-06-28 14:15:00+05:30,142.10000610351562,142.5500030517578,140.75,141.9499969482422,4144105,0,0
2019-06-28 15:15:00+05:30,141.89999389648438,142.3000030517578,141.75,141.89999389648438,889422,0,0
2019-07-01 09:15:00+05:30,145.14999389648438,146.25,0.0,141.89999389648438,5728492,0,0
2019-07-01 10:15:00+05:30,141.0500030517578,142.60000610351562,139.5,140.5,6451201,0,0
2019-07-01 11:15:00+05:30,141.4499969482422,141.5,140.25,140.5,1849176,0,0
2019-07-01 12:15:00+05:30,140.60000610351562,140.8000030517578,136.3000030517578,136.6999969482422,6858023,0,0
2019-07-01 13:15:00+05:30,138.6999969482422,138.85000610351562,135.5500030517578,138.0,8786030,0,0
2019-07-01 14:15:00+05:30,138.10000610351562,140.60000610351562,137.8000030517578,139.9499969482422,7939466,0,0
2019-07-01 15:15:00+05:30,140.0,140.35000610351562,139.75,139.89999389648438,1511124,0,0
2019-07-02 09:15:00+05:30,139.64999389648438,142.10000610351562,0.0,139.5,4459961,0,0
2019-07-02 10:15:00+05:30,139.39999389648438,140.10000610351562,136.9499969482422,137.5,5069168,0,0
2019-07-02 11:15:00+05:30,137.25,138.4499969482422,136.6999969482422,136.89999389648438,3217138,0,0
2019-07-02 12:15:00+05:30,137.35000610351562,138.64999389648438,136.6999969482422,138.25,2072333,0,0
2019-07-02 13:15:00+05:30,137.75,141.6999969482422,137.6999969482422,138.6999969482422,7447238,0,0
2019-07-02 14:15:00+05:30,139.1999969482422,141.4499969482422,138.1999969482422,140.9499969482422,4515027,0,0
2019-07-02 15:15:00+05:30,140.8000030517578,141.4499969482422,140.10000610351562,140.8000030517578,2555071,0,0
2019-07-03 09:15:00+05:30,141.25,142.4499969482422,0.0,139.25,3866828,0,0
2019-07-03 10:15:00+05:30,139.64999389648438,142.75,138.89999389648438,141.75,4930649,0,0
2019-07-03 11:15:00+05:30,141.85000610351562,142.35000610351562,141.10000610351562,141.14999389648438,1201232,0,0
2019-07-03 12:15:00+05:30,141.5500030517578,145.39999389648438,141.10000610351562,144.8000030517578,5725942,0,0
2019-07-03 13:15:00+05:30,143.89999389648438,145.39999389648438,143.25,143.6999969482422,3443438,0,0
2019-07-03 14:15:00+05:30,143.9499969482422,145.14999389648438,143.60000610351562,144.25,3516798,0,0
2019-07-03 15:15:00+05:30,144.35000610351562,144.5,143.6999969482422,144.0,724531,0,0
2019-07-04 09:15:00+05:30,144.5,145.85000610351562,0.0,142.39999389648438,3335518,0,0
2019-07-04 10:15:00+05:30,143.3000030517578,144.85000610351562,141.89999389648438,143.85000610351562,2671040,0,0
2019-07-04 11:15:00+05:30,143.25,146.0,143.1999969482422,145.9499969482422,3760251,0,0
2019-07-04 12:15:00+05:30,145.0,146.3000030517578,142.6999969482422,143.4499969482422,5210689,0,0
2019-07-04 13:15:00+05:30,143.1999969482422,144.14999389648438,142.39999389648438,142.8000030517578,2406189,0,0
2019-07-04 14:15:00+05:30,143.1999969482422,143.5,142.10000610351562,142.1999969482422,2361857,0,0
2019-07-04 15:15:00+05:30,142.3000030517578,143.14999389648438,141.10000610351562,142.10000610351562,2109630,0,0
2019-07-05 09:15:00+05:30,142.5,142.6999969482422,0.0,141.64999389648438,1720720,0,0
2019-07-05 10:15:00+05:30,141.8000030517578,141.9499969482422,140.64999389648438,141.6999969482422,1729140,0,0
2019-07-05 11:15:00+05:30,141.1999969482422,142.25,138.64999389648438,139.10000610351562,3536625,0,0
2019-07-05 12:15:00+05:30,139.1999969482422,140.5,136.1999969482422,136.89999389648438,3163954,0,0
2019-07-05 13:15:00+05:30,138.4499969482422,138.64999389648438,136.0,136.6999969482422,4280930,0,0
2019-07-05 14:15:00+05:30,137.14999389648438,137.89999389648438,133.60000610351562,133.85000610351562,6004761,0,0
2019-07-05 15:15:00+05:30,133.9499969482422,135.0500030517578,133.1999969482422,134.10000610351562,3711930,0,0
2019-07-08 09:15:00+05:30,132.4499969482422,137.8000030517578,0.0,136.0,4831219,0,0
2019-07-08 10:15:00+05:30,135.35000610351562,136.85000610351562,133.39999389648438,133.60000610351562,4045905,0,0
2019-07-08 11:15:00+05:30,135.10000610351562,135.35000610351562,132.5,135.0500030517578,3287225,0,0
2019-07-08 12:15:00+05:30,134.14999389648438,136.5,133.89999389648438,136.0500030517578,2815992,0,0
2019-07-08 13:15:00+05:30,135.6999969482422,136.5,135.0500030517578,135.5500030517578,2473314,0,0
2019-07-08 14:15:00+05:30,135.85000610351562,136.10000610351562,134.60000610351562,135.35000610351562,2547664,0,0
2019-07-08 15:15:00+05:30,135.4499969482422,135.8000030517578,134.60000610351562,135.35000610351562,1820744,0,0
2019-07-09 09:15:00+05:30,135.5,136.85000610351562,0.0,132.60000610351562,3452686,0,0
2019-07-09 10:15:00+05:30,133.5,134.60000610351562,132.35000610351562,133.4499969482422,3630591,0,0
2019-07-09 11:15:00+05:30,134.0,134.60000610351562,132.39999389648438,133.14999389648438,3147615,0,0
2019-07-09 12:15:00+05:30,133.60000610351562,134.8000030517578,133.0500030517578,134.60000610351562,2295571,0,0
2019-07-09 13:15:00+05:30,134.25,135.60000610351562,133.89999389648438,134.85000610351562,3108334,0,0
2019-07-09 14:15:00+05:30,134.60000610351562,136.14999389648438,134.0500030517578,136.10000610351562,2697216,0,0
2019-07-09 15:15:00+05:30,136.0500030517578,136.4499969482422,134.8000030517578,135.85000610351562,2183154,0,0
2019-07-10 09:15:00+05:30,135.1999969482422,137.0500030517578,0.0,133.0,3477468,0,0
2019-07-10 10:15:00+05:30,134.25,134.5,130.75,131.1999969482422,6468701,0,0
2019-07-10 11:15:00+05:30,131.3000030517578,131.89999389648438,129.8000030517578,130.35000610351562,3694295,0,0
2019-07-10 12:15:00+05:30,130.1999969482422,131.8000030517578,129.8000030517578,131.35000610351562,2551036,0,0
2019-07-10 13:15:00+05:30,130.9499969482422,132.10000610351562,130.89999389648438,131.25,2601889,0,0
2019-07-10 14:15:00+05:30,131.64999389648438,132.1999969482422,130.89999389648438,131.5500030517578,2679581,0,0
2019-07-10 15:15:00+05:30,131.5500030517578,132.85000610351562,131.39999389648438,132.39999389648438,1181439,0,0
2019-07-11 09:15:00+05:30,134.89999389648438,136.35000610351562,0.0,133.39999389648438,4847033,0,0
2019-07-11 10:15:00+05:30,134.3000030517578,134.3000030517578,130.85000610351562,131.6999969482422,6928730,0,0
