,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-06-25 09:15:00+05:30,622.6000366210938,622.6000366210938,607.3333129882812,613.7333374023438,1525920,0.0,0.0
2019-06-25 10:15:00+05:30,613.7333374023438,621.0333251953125,611.8999633789062,618.433349609375,679953,0.0,0.0
2019-06-25 11:15:00+05:30,618.2000122070312,626.3999633789062,617.6333618164062,625.3333129882812,852072,0.0,0.0
2019-06-25 12:15:00+05:30,625.3333129882812,625.6666870117188,620.0,621.9666748046875,660300,0.0,0.0
2019-06-25 13:15:00+05:30,622.1666870117188,622.1666870117188,618.2999877929688,621.6000366210938,508749,0.0,0.0
2019-06-25 14:15:00+05:30,621.4666748046875,625.1666870117188,620.0,624.2000122070312,563200,0.0,0.0
2019-06-25 15:15:00+05:30,624.1666870117188,625.3666381835938,620.6333618164062,620.7333374023438,340338,0.0,0.0
2019-06-26 09:15:00+05:30,620.0,627.2666625976562,615.0333251953125,621.6333618164062,800766,0.0,0.0
2019-06-26 10:15:00+05:30,621.6333618164062,631.7000122070312,620.8999633789062,627.6666870117188,730023,0.0,0.0
2019-06-26 11:15:00+05:30,628.0,630.7000122070312,627.3333129882812,630.0,211761,0.0,0.0
2019-06-26 12:15:00+05:30,629.933349609375,636.4666748046875,629.6666870117188,635.1333618164062,565667,0.0,0.0
2019-06-26 13:15:00+05:30,635.1333618164062,637.1333618164062,631.7999877929688,636.3666381835938,310292,0.0,0.0
2019-06-26 14:15:00+05:30,636.6666870117188,641.2333374023438,634.2000122070312,639.3333129882812,521277,0.0,0.0
2019-06-26 15:15:00+05:30,639.3999633789062,642.5333251953125,636.8999633789062,638.9666748046875,0,0.0,0.0
2019-06-27 09:15:00+05:30,636.6333618164062,638.0,627.7666625976562,630.7000122070312,808685,0.0,0.0
2019-06-27 10:15:00+05:30,630.6666870117188,640.9666748046875,630.066650390625,633.2000122070312,758562,0.0,0.0
2019-06-27 11:15:00+05:30,633.2000122070312,633.7333374023438,628.1666870117188,629.3333129882812,330048,0.0,0.0
2019-06-27 12:15:00+05:30,629.3333129882812,631.2999877929688,624.8999633789062,626.0,386774,0.0,0.0
2019-06-27 13:15:00+05:30,626.0,631.3333129882812,625.7000122070312,628.433349609375,398974,0.0,0.0
2019-06-27 14:15:00+05:30,628.1666870117188,631.0,626.7999877929688,628.5333251953125,1347153,0.0,0.0
2019-06-27 15:15:00+05:30,628.5333251953125,632.2666625976562,626.8666381835938,629.0,1205234,0.0,0.0
2019-06-28 09:15:00+05:30,631.3333129882812,633.7333374023438,624.0,626.2666625976562,720456,0.0,0.0
2019-06-28 10:15:00+05:30,626.7000122070312,627.2999877929688,617.0,619.3666381835938,570086,0.0,0.0
2019-06-28 11:15:00+05:30,619.3666381835938,620.8333129882812,612.4666748046875,617.0333251953125,583686,0.0,0.0
2019-06-28 12:15:00+05:30,617.2666625976562,621.2666625976562,616.3999633789062,619.0,250021,0.0,0.0
2019-06-28 13:15:00+05:30,618.933349609375,620.3333129882812,617.3333129882812,618.066650390625,262423,0.0,0.0
2019-06-28 14:15:00+05:30,618.2000122070312,626.6333618164062,618.0,624.3666381835938,646973,0.0,0.0
2019-06-28 15:15:00+05:30,624.0,628.6666870117188,622.1666870117188,624.9666748046875,256201,0.0,0.0
2019-07-01 09:15:00+05:30,630.066650390625,637.7000122070312,624.6666870117188,626.0333251953125,722198,0.0,0.0
2019-07-01 10:15:00+05:30,626.1333618164062,630.3333129882812,623.8999633789062,630.1666870117188,288334,0.0,0.0
2019-07-01 11:15:00+05:30,630.3333129882812,636.7000122070312,630.0,634.1000366210938,475441,0.0,0.0
2019-07-01 12:15:00+05:30,634.0,636.5333251953125,630.3666381835938,631.1000366210938,358023,0.0,0.0
2019-07-01 13:15:00+05:30,631.1333618164062,635.0,629.5,633.5333251953125,285315,0.0,0.0
2019-07-01 14:15:00+05:30,633.5333251953125,634.0,631.3333129882812,632.6666870117188,373889,0.0,0.0
2019-07-01 15:15:00+05:30,632.8999633789062,633.6000366210938,629.3333129882812,630.0,185745,0.0,0.0
2019-07-02 09:15:00+05:30,635.9500122070312,652.7000122070312,630.7999877929688,649.5,2511089,0.0,1.5
2019-07-02 10:15:00+05:30,649.25,652.0,646.2999877929688,648.9000244140625,940889,0.0,0.0
