Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-09 09:15:00+05:30,1005.0,1006.5,1002.0,1002.4500122070312,0,0,0
2021-06-09 09:20:00+05:30,1002.9500122070312,1003.0,1001.0,1001.5,16122,0,0
2021-06-09 09:25:00+05:30,1001.9000244140625,1006.6500244140625,1001.5,1006.6500244140625,16398,0,0
2021-06-09 09:30:00+05:30,1007.0,1010.5499877929688,1006.9000244140625,1009.5,22412,0,0
2021-06-09 09:35:00+05:30,1009.5999755859375,1011.75,1009.5999755859375,1011.5,9335,0,0
2021-06-09 09:40:00+05:30,1011.4500122070312,1011.5,1010.5499877929688,1010.9500122070312,7315,0,0
2021-06-09 09:45:00+05:30,1011.0,1015.5499877929688,1010.7000122070312,1013.9500122070312,24195,0,0
2021-06-09 09:50:00+05:30,1013.8499755859375,1014.5,1010.0,1010.9000244140625,13654,0,0
2021-06-09 09:55:00+05:30,1010.9000244140625,1010.9000244140625,1009.0,1009.8499755859375,9556,0,0
2021-06-09 10:00:00+05:30,1010.6500244140625,1013.5999755859375,1010.4000244140625,1013.0499877929688,4455,0,0
2021-06-09 10:05:00+05:30,1013.5,1014.0,1012.9000244140625,1013.8499755859375,5179,0,0
2021-06-09 10:10:00+05:30,1013.8499755859375,1014.5,1013.4000244140625,1013.5999755859375,5149,0,0
2021-06-09 10:15:00+05:30,1013.6500244140625,1014.9000244140625,1013.5999755859375,1014.25,4597,0,0
2021-06-09 10:20:00+05:30,1014.7999877929688,1020.0,1014.75,1017.3499755859375,28705,0,0
2021-06-09 10:25:00+05:30,1017.9500122070312,1017.9500122070312,1015.5999755859375,1016.0,5664,0,0
2021-06-09 10:30:00+05:30,1016.3499755859375,1016.7000122070312,1014.25,1014.4000244140625,7966,0,0
2021-06-09 10:35:00+05:30,1014.75,1015.0,1011.2000122070312,1015.0,11850,0,0
2021-06-09 10:40:00+05:30,1015.0,1019.9000244140625,1014.7000122070312,1017.2000122070312,17166,0,0
2021-06-09 10:45:00+05:30,1017.2000122070312,1018.6500244140625,1016.25,1016.2999877929688,6405,0,0
2021-06-09 10:50:00+05:30,1016.2999877929688,1018.2999877929688,1015.5,1017.6500244140625,4073,0,0
2021-06-09 10:55:00+05:30,1017.75,1018.3499755859375,1016.0999755859375,1016.0999755859375,2836,0,0
2021-06-09 11:00:00+05:30,1016.75,1016.9000244140625,1014.0,1014.7000122070312,7228,0,0
2021-06-09 11:05:00+05:30,1014.1500244140625,1016.6500244140625,1013.8499755859375,1014.4000244140625,8824,0,0
2021-06-09 11:10:00+05:30,1014.5499877929688,1014.9500122070312,1013.6500244140625,1014.0,3490,0,0
2021-06-09 11:15:00+05:30,1013.9000244140625,1014.5,1013.25,1013.5,3181,0,0
2021-06-09 11:20:00+05:30,1013.5,1014.75,1013.4000244140625,1014.0,2172,0,0
2021-06-09 11:25:00+05:30,1014.3499755859375,1015.6500244140625,1013.2999877929688,1015.6500244140625,3782,0,0
2021-06-09 11:30:00+05:30,1015.5999755859375,1017.0,1013.4500122070312,1014.0,3468,0,0
2021-06-09 11:35:00+05:30,1014.0,1014.6500244140625,1013.0,1013.2000122070312,3326,0,0
2021-06-09 11:40:00+05:30,1013.75,1015.0499877929688,1013.3499755859375,1015.0499877929688,2036,0,0
2021-06-09 11:45:00+05:30,1015.0,1017.5999755859375,1014.9000244140625,1014.9500122070312,6379,0,0
2021-06-09 11:50:00+05:30,1014.9500122070312,1015.4000244140625,1014.75,1014.75,2948,0,0
2021-06-09 11:55:00+05:30,1014.7999877929688,1016.1500244140625,1014.2000122070312,1015.3499755859375,4441,0,0
2021-06-09 12:00:00+05:30,1016.0999755859375,1017.25,1015.5499877929688,1015.5499877929688,3166,0,0
2021-06-09 12:05:00+05:30,1015.5499877929688,1016.5499877929688,1015.4500122070312,1016.1500244140625,2878,0,0
2021-06-09 12:10:00+05:30,1016.1500244140625,1018.0,1013.0999755859375,1013.25,12721,0,0
2021-06-09 12:15:00+05:30,1013.1500244140625,1014.0999755859375,1011.5999755859375,1013.5999755859375,5044,0,0
2021-06-09 12:20:00+05:30,1013.5999755859375,1015.4500122070312,1013.5,1014.6500244140625,3200,0,0
2021-06-09 12:25:00+05:30,1015.0,1017.2000122070312,1015.0,1017.2000122070312,3301,0,0
2021-06-09 12:30:00+05:30,1017.0,1017.0,1015.0999755859375,1015.1500244140625,2017,0,0
2021-06-09 12:35:00+05:30,1015.2999877929688,1015.9000244140625,1015.0,1015.0499877929688,1529,0,0
