Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-09 09:15:00+05:30,3149.89990234375,3159.050048828125,3145.10009765625,3147.0,8001,0,0
2021-06-09 09:20:00+05:30,3146.75,3150.199951171875,3141.64990234375,3141.64990234375,13228,0,0
2021-06-09 09:25:00+05:30,3141.64990234375,3145.199951171875,3136.14990234375,3145.0,17222,0,0
2021-06-09 09:30:00+05:30,3145.10009765625,3150.5,3140.25,3140.25,12440,0,0
2021-06-09 09:35:00+05:30,3140.25,3154.0,3140.0,3151.5,8692,0,0
2021-06-09 09:40:00+05:30,3151.0,3154.300048828125,3150.0,3152.14990234375,4826,0,0
2021-06-09 09:45:00+05:30,3153.050048828125,3164.449951171875,3150.949951171875,3156.550048828125,19294,0,0
2021-06-09 09:50:00+05:30,3156.550048828125,3164.0,3156.550048828125,3159.85009765625,13946,0,0
2021-06-09 09:55:00+05:30,3159.85009765625,3162.0,3158.050048828125,3160.25,5770,0,0
2021-06-09 10:00:00+05:30,3160.89990234375,3160.89990234375,3152.60009765625,3154.39990234375,6954,0,0
2021-06-09 10:05:00+05:30,3152.64990234375,3156.800048828125,3151.60009765625,3156.800048828125,5862,0,0
2021-06-09 10:10:00+05:30,3156.0,3163.0,3156.0,3159.800048828125,8098,0,0
2021-06-09 10:15:00+05:30,3158.5,3164.25,3158.5,3163.5,4662,0,0
2021-06-09 10:20:00+05:30,3163.0,3169.0,3163.0,3167.0,12834,0,0
2021-06-09 10:25:00+05:30,3166.64990234375,3168.14990234375,3160.0,3163.39990234375,11616,0,0
2021-06-09 10:30:00+05:30,3163.0,3164.0,3160.0,3161.64990234375,3344,0,0
2021-06-09 10:35:00+05:30,3161.699951171875,3163.0,3160.14990234375,3160.699951171875,3642,0,0
2021-06-09 10:40:00+05:30,3160.89990234375,3165.0,3160.89990234375,3162.64990234375,5882,0,0
2021-06-09 10:45:00+05:30,3162.64990234375,3164.0,3156.89990234375,3159.949951171875,9344,0,0
2021-06-09 10:50:00+05:30,3158.550048828125,3162.60009765625,3158.050048828125,3162.60009765625,2810,0,0
2021-06-09 10:55:00+05:30,3162.85009765625,3166.0,3161.75,3165.39990234375,4446,0,0
2021-06-09 11:00:00+05:30,3165.39990234375,3166.89990234375,3160.64990234375,3162.39990234375,9372,0,0
2021-06-09 11:05:00+05:30,3162.10009765625,3168.0,3162.050048828125,3167.050048828125,7340,0,0
2021-06-09 11:10:00+05:30,3167.199951171875,3173.35009765625,3165.0,3173.0,19970,0,0
2021-06-09 11:15:00+05:30,3172.5,3179.0,3172.5,3172.800048828125,15334,0,0
2021-06-09 11:20:00+05:30,3172.800048828125,3175.0,3171.10009765625,3172.199951171875,6266,0,0
2021-06-09 11:25:00+05:30,3173.800048828125,3180.64990234375,3172.199951171875,3176.0,16986,0,0
2021-06-09 11:30:00+05:30,3176.0,3178.0,3166.0,3166.0,8958,0,0
2021-06-09 11:35:00+05:30,3166.35009765625,3174.050048828125,3166.35009765625,3172.0,13178,0,0
2021-06-09 11:40:00+05:30,3170.0,3175.89990234375,3169.75,3170.0,15996,0,0
