Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-09 09:15:00+05:30,1077.25,1077.5999755859375,1072.0,1075.199951171875,26796,0,0
2021-06-09 09:20:00+05:30,1076.0,1076.0,1068.050048828125,1068.5999755859375,85360,0,0
2021-06-09 09:25:00+05:30,1068.199951171875,1069.300048828125,1065.199951171875,1066.1500244140625,62788,0,0
2021-06-09 09:30:00+05:30,1065.8499755859375,1068.6500244140625,1064.5,1067.449951171875,52120,0,0
2021-06-09 09:35:00+05:30,1067.4000244140625,1067.75,1064.0,1065.550048828125,41694,0,0
2021-06-09 09:40:00+05:30,1065.449951171875,1067.699951171875,1064.3499755859375,1065.449951171875,67030,0,0
2021-06-09 09:45:00+05:30,1065.449951171875,1070.0,1064.699951171875,1068.550048828125,116288,0,0
2021-06-09 09:50:00+05:30,1068.949951171875,1069.0,1067.1500244140625,1067.5999755859375,28864,0,0
2021-06-09 09:55:00+05:30,1068.199951171875,1069.0,1066.449951171875,1067.0,36458,0,0
2021-06-09 10:00:00+05:30,1067.0,1067.5999755859375,1066.0,1066.8499755859375,15004,0,0
2021-06-09 10:05:00+05:30,1066.5,1070.800048828125,1066.5,1069.0999755859375,58052,0,0
2021-06-09 10:10:00+05:30,1069.1500244140625,1070.0,1066.550048828125,1067.0999755859375,28130,0,0
2021-06-09 10:15:00+05:30,1067.6500244140625,1067.6500244140625,1066.050048828125,1066.699951171875,17554,0,0
2021-06-09 10:20:00+05:30,1067.0,1068.8499755859375,1066.699951171875,1068.8499755859375,11370,0,0
2021-06-09 10:25:00+05:30,1068.8499755859375,1068.9000244140625,1066.050048828125,1066.050048828125,23540,0,0
2021-06-09 10:30:00+05:30,1065.5,1065.949951171875,1061.75,1063.0,85424,0,0
2021-06-09 10:35:00+05:30,1063.0,1065.0,1062.25,1063.699951171875,33350,0,0
2021-06-09 10:40:00+05:30,1063.699951171875,1064.949951171875,1063.5,1064.449951171875,10028,0,0
2021-06-09 10:45:00+05:30,1064.449951171875,1064.5999755859375,1062.6500244140625,1064.3499755859375,25718,0,0
2021-06-09 10:50:00+05:30,1064.300048828125,1065.0,1064.0,1064.9000244140625,31192,0,0
2021-06-09 10:55:00+05:30,1064.9000244140625,1066.449951171875,1064.550048828125,1065.0999755859375,31026,0,0
2021-06-09 11:00:00+05:30,1065.699951171875,1065.699951171875,1063.6500244140625,1063.6500244140625,15436,0,0
2021-06-09 11:05:00+05:30,1063.5,1066.0,1063.5,1064.6500244140625,15430,0,0
2021-06-09 11:10:00+05:30,1064.6500244140625,1066.1500244140625,1064.300048828125,1064.949951171875,13748,0,0
2021-06-09 11:15:00+05:30,1064.75,1068.0999755859375,1064.75,1066.449951171875,23432,0,0
2021-06-09 11:20:00+05:30,1066.75,1068.800048828125,1066.449951171875,1068.0,22022,0,0
2021-06-09 11:25:00+05:30,1068.0,1068.449951171875,1065.5999755859375,1066.050048828125,28526,0,0
2021-06-09 11:30:00+05:30,1066.050048828125,1067.5,1065.300048828125,1066.0,13666,0,0
2021-06-09 11:35:00+05:30,1066.0,1067.550048828125,1066.0,1066.6500244140625,15022,0,0
2021-06-09 11:40:00+05:30,1066.6500244140625,1067.050048828125,1066.0999755859375,1066.699951171875,8130,0,0
2021-06-09 11:45:00+05:30,1066.699951171875,1069.5,1066.050048828125,1068.050048828125,36098,0,0
2021-06-09 11:50:00+05:30,1068.050048828125,1069.3499755859375,1067.800048828125,1068.75,17414,0,0
2021-06-09 11:55:00+05:30,1068.75,1068.8499755859375,1066.5,1066.5,15494,0,0
2021-06-09 12:00:00+05:30,1066.5,1066.949951171875,1066.050048828125,1066.1500244140625,9646,0,0
2021-06-09 12:05:00+05:30,1066.1500244140625,1067.0999755859375,1064.6500244140625,1065.300048828125,22858,0,0
2021-06-09 12:10:00+05:30,1065.300048828125,1066.0999755859375,1064.9000244140625,1064.9000244140625,6420,0,0
2021-06-09 12:15:00+05:30,1065.0,1065.449951171875,1063.6500244140625,1064.5999755859375,10866,0,0
2021-06-09 12:20:00+05:30,1063.699951171875,1066.199951171875,1063.699951171875,1065.449951171875,12958,0,0
2021-06-09 12:25:00+05:30,1065.050048828125,1065.449951171875,1064.0,1065.050048828125,10592,0,0
2021-06-09 12:30:00+05:30,1064.449951171875,1065.75,1063.699951171875,1063.75,19094,0,0
2021-06-09 12:35:00+05:30,1063.75,1064.75,1063.5999755859375,1063.949951171875,16614,0,0
2021-06-09 12:40:00+05:30,1063.949951171875,1065.0,1063.0,1063.699951171875,16686,0,0
2021-06-09 12:45:00+05:30,1063.699951171875,1064.550048828125,1062.949951171875,1063.199951171875,21862,0,0
2021-06-09 12:50:00+05:30,1063.199951171875,1064.4000244140625,1062.699951171875,1062.699951171875,14556,0,0
2021-06-09 12:55:00+05:30,1063.050048828125,1065.699951171875,1063.0,1063.5,34598,0,0
2021-06-09 13:00:00+05:30,1063.800048828125,1063.9000244140625,1062.699951171875,1063.699951171875,13828,0,0
2021-06-09 13:05:00+05:30,1064.449951171875,1065.75,1058.8499755859375,1059.050048828125,57796,0,0
2021-06-09 13:10:00+05:30,1059.9000244140625,1060.0,1056.4000244140625,1056.5,29638,0,0
2021-06-09 13:15:00+05:30,1056.5,1060.0,1055.050048828125,1059.5,51190,0,0
2021-06-09 13:20:00+05:30,1058.5999755859375,1059.0,1055.0,1058.300048828125,30338,0,0
2021-06-09 13:25:00+05:30,1059.699951171875,1061.050048828125,1058.5,1059.4000244140625,33142,0,0
2021-06-09 13:30:00+05:30,1059.25,1059.25,1054.4000244140625,1055.550048828125,57858,0,0
2021-06-09 13:35:00+05:30,1055.0,1059.949951171875,1054.449951171875,1057.25,37110,0,0
2021-06-09 13:40:00+05:30,1057.25,1058.5,1056.550048828125,1057.4000244140625,12984,0,0
2021-06-09 13:45:00+05:30,1056.800048828125,1057.5999755859375,1055.199951171875,1055.75,7870,0,0
2021-06-09 13:50:00+05:30,1055.3499755859375,1056.800048828125,1054.550048828125,1055.050048828125,26122,0,0
2021-06-09 13:55:00+05:30,1055.199951171875,1055.9000244140625,1054.0999755859375,1055.800048828125,14396,0,0
2021-06-09 14:00:00+05:30,1055.800048828125,1056.0,1055.1500244140625,1055.6500244140625,7502,0,0
2021-06-09 14:05:00+05:30,1055.8499755859375,1058.0,1055.800048828125,1057.449951171875,16592,0,0
2021-06-09 14:10:00+05:30,1057.3499755859375,1057.4000244140625,1056.25,1056.5999755859375,10274,0,0
2021-06-09 14:15:00+05:30,1056.5999755859375,1057.6500244140625,1056.1500244140625,1057.050048828125,7628,0,0
2021-06-09 14:20:00+05:30,1057.050048828125,1057.550048828125,1054.25,1054.949951171875,21646,0,0
2021-06-09 14:25:00+05:30,1054.300048828125,1055.0,1053.5,1053.5,16742,0,0
2021-06-09 14:30:00+05:30,1053.5,1053.5,1050.949951171875,1051.1500244140625,35768,0,0
2021-06-09 14:35:00+05:30,1050.699951171875,1052.949951171875,1050.699951171875,1051.949951171875,16818,0,0
2021-06-09 14:40:00+05:30,1051.949951171875,1051.949951171875,1048.300048828125,1048.6500244140625,47972,0,0
2021-06-09 14:45:00+05:30,1048.449951171875,1050.8499755859375,1044.449951171875,1050.800048828125,59556,0,0
2021-06-09 14:50:00+05:30,1050.550048828125,1053.4000244140625,1050.5,1053.199951171875,18914,0,0
2021-06-09 14:55:00+05:30,1053.5,1054.300048828125,1051.050048828125,1051.5,11788,0,0
2021-06-09 15:00:00+05:30,1052.0,1053.800048828125,1050.0,1050.550048828125,29234,0,0
2021-06-09 15:05:00+05:30,1050.800048828125,1051.0,1046.9000244140625,1047.5999755859375,55818,0,0
2021-06-09 15:10:00+05:30,1047.550048828125,1047.550048828125,1042.8499755859375,1045.300048828125,153172,0,0
2021-06-09 15:15:00+05:30,1045.300048828125,1048.0,1044.449951171875,1045.300048828125,124780,0,0
2021-06-09 15:20:00+05:30,1045.3499755859375,1047.0,1043.0999755859375,1043.4000244140625,117736,0,0
2021-06-09 15:25:00+05:30,1043.5,1047.0,1043.4000244140625,1046.800048828125,30384,0,0
2021-06-10 09:15:00+05:30,1049.199951171875,1055.0,1046.199951171875,1049.550048828125,0,0,0
