Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01,10.471228195618394,10.527415170230299,10.402270967489248,10.509537696838379,48051995,0.0,0.0
1996-01-02,10.483998601422257,10.535077730303367,10.351192614465006,10.427811622619629,77875009,0.0,0.0
1996-01-03,10.598927269968522,11.081625391330155,10.483998756041606,10.50698471069336,96602936,0.0,0.0
1996-01-04,10.407379165508688,10.44058081629108,10.269465342642427,10.409933090209961,100099436,0.0,0.0
1996-01-05,10.36906859082516,10.36906859082516,10.249032253306616,10.338420867919922,76935930,0.0,0.0
1996-01-08,10.317991127155368,10.325652901693973,9.822522780667446,9.924681663513184,86288584,0.0,0.0
1996-01-09,9.6309744921229,9.807197158253302,9.309174992205913,9.638635635375977,179415702,0.0,0.0
1996-01-10,9.449644041917317,9.67694647020319,9.34748580282982,9.390902519226074,127653926,0.0,0.0
1996-01-11,9.296406890424125,9.73057973105292,9.283636638004296,9.684608459472656,189051436,0.0,0.0
1996-01-12,9.756119636906057,9.830184713224076,9.518601489275861,9.582450866699219,172918416,0.0,0.0
1996-01-15,9.554359662462662,9.602884875069934,9.429216057650558,9.48284912109375,92291448,0.0,0.0
1996-01-16,9.449643767073727,9.551802003189945,9.418996044372548,9.500722885131836,100259719,0.0,0.0
1996-01-17,9.449645636229894,9.46241526085383,9.043566535861496,9.1227388381958,138279150,0.0,0.0
1996-01-18,8.890329243464228,9.03590486499324,8.775400723520717,8.869897842407227,174217485,0.0,0.0
1996-01-19,8.747306301671307,8.857125688477897,8.65536312762575,8.714104652404785,149773006,0.0,0.0
1996-01-22,8.742196831067021,8.977161014529893,8.734535058182214,8.86223316192627,156270292,0.0,0.0
1996-01-23,8.892882141232224,8.931191643454296,8.019428512965247,8.48680305480957,163795200,0.0,0.0
1996-01-24,8.412737792911303,8.463816914388858,8.07050686044611,8.195651054382324,162072156,0.0,0.0
1996-01-25,8.177774905596491,8.213531117735643,7.802343493459069,7.8508687019348145,166534879,0.0,0.0
1996-01-26,7.8508687019348145,7.8508687019348145,7.8508687019348145,7.8508687019348145,0,0.0,0.0
1996-01-29,7.815112491610933,8.542990560270841,7.766587287033606,8.468925476074219,301314299,0.0,0.0
1996-01-30,8.73453691917612,9.653961824896456,8.606838788224504,9.230005264282227,490083300,0.0,0.0
1996-01-31,9.143169652880278,9.48795324992842,8.79838542616631,9.028241157531738,337615209,0.0,0.0
1996-02-01,8.938852216814029,9.449644041917317,8.913312971875055,9.390902519226074,295555091,0.0,0.0
1996-02-02,9.64119105080751,10.522307036397645,9.64119105080751,10.409933090209961,377841766,0.0,0.0
1996-02-05,10.98202116271914,11.503028164069827,10.652559797425084,11.275726318359375,564175497,0.0,0.0
1996-02-06,11.54644238027432,11.748204909903714,10.093240626505914,10.330758094787598,573328443,0.0,0.0
1996-02-07,9.75867532363777,10.62446660974159,9.656516433839622,10.522308349609375,413246254,0.0,0.0
1996-02-08,10.629573025828735,11.628171426589544,10.522306930126934,11.441732406616211,379193186,0.0,0.0
1996-02-09,11.850367151892456,12.361158459503201,11.446841955913373,12.10576343536377,458934072,0.0,0.0
1996-02-12,11.799287357700988,12.003605139492498,11.18633779032209,11.347237586975098,448392867,0.0,0.0
1996-02-13,11.23741441337155,12.47097637646136,11.140365277786518,12.029142379760742,470284449,0.0,0.0
1996-02-14,12.335621068359636,12.511844442364557,11.944865438753972,12.036808013916016,287264960,0.0,0.0
1996-02-15,11.748204522739082,12.131298175857344,11.646046299196307,11.845254898071289,322651352,0.0,0.0
1996-02-16,11.646048790824171,11.760976659481747,11.546444470076713,11.635831832885742,228740914,0.0,0.0
1996-02-19,11.850363445634862,12.013815857350652,11.68435585033158,11.753313064575195,239163846,0.0,0.0
1996-02-20,11.748207508579217,11.796732078912271,10.982020007613976,11.132702827453613,294959199,0.0,0.0
1996-02-21,11.132702827453613,11.132702827453613,11.132702827453613,11.132702827453613,0,0.0,0.0
1996-02-22,11.390652439992342,11.799285417726386,11.291048120186378,11.720113754272461,283157057,0.0,0.0
1996-02-23,11.69712800111407,11.722668508528734,11.400868945357075,11.594969749450684,252022694,0.0,0.0
1996-02-26,11.72267027573082,11.965295687757928,11.546446918729432,11.620512008666992,251499188,0.0,0.0
1996-02-27,11.686911971441967,11.748207424439618,11.291048600022629,11.487703323364258,250359756,0.0,0.0
1996-02-28,11.709897320617303,11.840150001116175,11.518350446313528,11.543890953063965,197441744,0.0,0.0
1996-02-29,11.441733803026365,11.482596602821138,10.752163981834785,10.821121215820312,322080020,0.0,0.0
1996-03-01,10.905402050149522,11.04331651875822,10.652559697254816,10.882416725158691,333743853,0.0,0.0
1996-03-04,10.930941258749563,10.982021017867629,10.644897881951195,10.770041465759277,310777470,0.0,0.0
1996-03-05,10.770041465759277,10.770041465759277,10.770041465759277,10.770041465759277,0,0.0,0.0
1996-03-06,10.95647900474694,11.2271975040023,10.859428620297416,11.153132438659668,250989255,0.0,0.0
1996-03-07,11.30892560013764,11.505580315253459,11.199105581748091,11.252737998962402,394310217,0.0,0.0
1996-03-08,11.109715667157111,11.237413143086702,10.969248569567712,11.19399642944336,298510635,0.0,0.0
1996-03-11,11.033098764840261,11.262955776190118,10.989682042984398,11.229753494262695,291248773,0.0,0.0
1996-03-12,11.211877208854478,12.156842083893526,11.160798707139879,11.806950569152832,370589598,0.0,0.0
1996-03-13,11.492810310112649,11.658817924159722,11.352341941509238,11.605185508728027,266615573,0.0,0.0
