Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-11-06,268.6553858168966,271.46996287993665,252.40351063753306,258.2142333984375,43029311,0.0,0
2017-11-07,261.21043802168924,264.2065840776279,256.0352464257425,261.30120849609375,5980837,0.0,0
2017-11-08,260.5748579215742,262.39071059001725,258.71362001950524,259.0313720703125,1885677,0.0,0
2017-11-09,259.57617917692863,261.48283035648825,258.75905087360815,260.7565002441406,1476764,0.0,0
2017-11-10,258.89519984966745,260.75646553988236,255.39967777031592,258.94061279296875,905132,0.0,0
2017-11-13,257.1247942669672,261.48283035648825,257.1247942669672,260.7565002441406,2141637,0.0,0
2017-11-14,262.345327620196,262.345327620196,243.23346149528714,248.18167114257812,1306130,0.0,0
2017-11-15,246.09341249620462,251.0416219135713,225.25652053885534,230.15931701660156,2250713,0.0,0
2017-11-16,231.52124523607867,252.94831504260807,215.63253232772033,247.09217834472656,4154606,0.0,0
2017-11-17,248.77186043031753,257.85112540952616,241.05448519799015,253.31149291992188,1247735,0.0,0
2017-11-20,253.0845016467129,255.03653800127873,246.04807155608682,253.26609802246094,554463,0.0,0
2017-11-21,251.31403080454706,254.21940653373346,246.95599491848392,247.09217834472656,366109,0.0,0
2017-11-22,249.58897224509752,250.90547666318076,242.41635892700282,244.9585418701172,925427,0.0,0
2017-11-23,248.77182755048509,248.77182755048509,243.27888404714582,246.22964477539062,355274,0.0,0
2017-11-24,248.6810555414527,248.6810555414527,245.2309460253596,246.72901916503906,301275,0.0,0
2017-11-27,245.14014201467154,247.8639213703901,243.14269273739134,247.09217834472656,559725,0.0,0
2017-11-28,245.59411122905675,246.86520275117573,242.41636856990073,243.3242950439453,210880,0.0,0
2017-11-29,243.3242971313011,244.73157209505564,236.0608852766354,237.7405548095703,398140,0.0,0
2017-11-30,237.78589876552434,241.68999858419687,229.43297935368767,239.23858642578125,432489,0.0,0
2017-12-01,237.10494389646192,242.2801348064529,234.33577980900878,235.78846740722656,337914,0.0,0
2017-12-04,236.87796513466103,238.2852675183839,230.7948617209532,231.5666046142578,1774394,0.0,0
2017-12-05,229.9777125615835,238.69379589550766,229.9777125615835,237.05953979492188,1104003,0.0,0
2017-12-06,234.78974573650663,236.56018538945187,231.15804055174308,231.5666046142578,669659,0.0,0
2017-12-07,232.33836629064797,235.970071985563,228.79745877964888,229.06983947753906,212652,0.0,0
2017-12-08,229.29680708950738,232.74693005988755,228.79744481616103,229.2060089111328,391545,0.0,0
