Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01,12.758359607500411,12.95479150499491,12.655314134546318,12.848525047302246,43733533,0.0,0.0
1996-01-02,12.896828058732972,12.945129810313242,12.107883392402508,12.439562797546387,56167280,0.0,0.0
1996-01-03,12.510403341343464,12.674631862605066,12.043476535887844,12.107880592346191,68296318,0.0,0.0
1996-01-04,11.946875419781932,12.172287082700448,11.756884176079298,12.066021919250488,86073880,0.0,0.0
1996-01-05,12.107882047779604,12.140082777945779,11.91789083954972,11.998395919799805,76613039,0.0,0.0
1996-01-08,11.93077045976128,12.043476253991633,11.550789399805216,11.647394180297852,55395172,0.0,0.0
1996-01-09,11.5282460734763,12.75191382921689,11.402658965421328,12.284988403320312,82057540,0.0,0.0
1996-01-10,11.88247210233961,12.09178406150213,11.640958103008366,11.721463203430176,54360749,0.0,0.0
1996-01-11,11.592654679859999,12.236690183007333,11.592654679859999,12.169066429138184,65973105,0.0,0.0
1996-01-12,12.204484773591606,12.445998671473491,11.99517290235179,12.175503730773926,102152486,0.0,0.0
1996-01-15,12.301095238410976,12.423462722883674,12.140085047806348,12.214149475097656,68169665,0.0,0.0
1996-01-16,12.220590227752155,13.331554040948442,12.140085131892237,12.47176456451416,92497161,0.0,0.0
1996-01-17,12.18838661008238,12.268891695510748,11.91467192349382,11.95975399017334,65477620,0.0,0.0
1996-01-18,11.821285572264658,12.030597470607349,11.689257766709927,11.879247665405273,67620657,0.0,0.0
1996-01-19,11.80196376156293,12.062799694540637,11.80196376156293,12.020936012268066,47652365,0.0,0.0
1996-01-22,12.107883392402508,12.500745884170732,12.082122024248362,12.439562797546387,81512772,0.0,0.0
1996-01-23,12.552264960214247,12.81309955042385,12.39769679636175,12.571585655212402,130297068,0.0,0.0
1996-01-24,12.172284492007623,12.236688554524939,11.84382741858403,12.146524429321289,54484752,0.0,0.0
1996-01-25,12.36549794281671,12.474982777186973,12.20448777007465,12.262451171875,67701207,0.0,0.0
1996-01-26,12.262451171875,12.262451171875,12.262451171875,12.262451171875,0,0.0,0.0
1996-01-29,12.397698379794337,12.941908006573241,12.336514001263007,12.822761535644531,75689901,0.0,0.0
1996-01-30,13.00953111162075,13.447475578926225,12.687513427292311,13.109356880187988,89163372,0.0,0.0
1996-01-31,12.816320884585409,13.057834810933327,12.433118805472494,12.661752700805664,56831282,0.0,0.0
1996-02-01,12.574809731664875,13.395956481194908,12.574809731664875,13.289690017700195,96599349,0.0,0.0
1996-02-02,13.556963888027134,14.297605462910727,13.460359087880287,14.207441329956055,106010376,0.0,0.0
1996-02-05,14.394211123278149,15.617880567147198,14.394211123278149,15.10265064239502,160942920,0.0,0.0
1996-02-06,15.328065730335725,15.811093690072465,14.877239808172646,15.231459617614746,147345446,0.0,0.0
1996-02-07,14.741996554950978,15.263664721078054,14.16880303526203,14.964188575744629,67480756,0.0,0.0
1996-02-08,15.009268598297586,15.633984782023877,14.729113197028077,15.389249801635742,52796395,0.0,0.0
1996-02-09,15.537373838995576,16.696639094009978,15.257218524710577,16.4776668548584,74580228,0.0,0.0
1996-02-12,16.29411776678866,16.564614058398714,15.32806330227811,15.511613845825195,81608160,0.0,0.0
1996-02-13,15.47297455105573,15.772450629493328,15.038249657466958,15.595340728759766,83711982,0.0,0.0
1996-02-14,16.165311794916047,16.41326511460572,15.972100891781855,16.05260467529297,52251098,0.0,0.0
1996-02-15,15.972098403971597,16.22971333533579,15.794988545513005,15.959217071533203,40662588,0.0,0.0
1996-02-16,15.840073040662197,15.872275074775647,15.47941260207266,15.585679054260254,41113559,0.0,0.0
1996-02-19,15.650079488982408,15.907694421576227,15.61787876160021,15.691943168640137,29196493,0.0,0.0
1996-02-20,15.714483472773548,15.727363503278337,15.076887461542384,15.202474594116211,30560533,0.0,0.0
1996-02-21,15.202474594116211,15.202474594116211,15.202474594116211,15.202474594116211,0,0.0,0.0
1996-02-22,15.482629386943165,15.679059919045425,15.392463976269884,15.624316215515137,21638101,0.0,0.0
1996-02-23,15.650080343925163,15.939897321667239,15.411787397063538,15.856172561645508,46653977,0.0,0.0
1996-02-26,16.229713394732357,16.638675521175053,16.17175000241494,16.27801513671875,71998409,0.0,0.0
1996-02-27,16.358524845708057,16.455129658991112,16.03650576358493,16.249038696289062,62652564,0.0,0.0
1996-02-28,16.487326647664812,16.61613345990269,16.236152387350657,16.268354415893555,36609684,0.0,0.0
1996-02-29,16.165307313056093,16.226490379870857,15.263655813791702,15.476188659667969,71030227,0.0,0.0
1996-03-01,15.650082453971294,15.804651963585076,15.456872845338557,15.666183471679688,49598798,0.0,0.0
1996-03-04,15.714488419031072,15.77567281447174,15.134855617461874,15.50839614868164,40613835,0.0,0.0
1996-03-05,15.508396148681642,15.508396148681642,15.508396148681642,15.50839614868164,0,0.0,0.0
1996-03-06,15.527715150064406,15.772448778688467,15.489072449993703,15.695164680480957,22160082,0.0,0.0
1996-03-07,15.77889129724987,15.920579478223532,15.537377322818992,15.595340728759766,31303495,0.0,0.0
1996-03-08,15.460085493853088,15.51804887084349,15.205691612902667,15.450425148010254,39637704,0.0,0.0
1996-03-11,15.134848051332463,15.263654842199635,14.906215509318171,15.096206665039062,39109363,0.0,0.0
1996-03-12,15.080112008683422,15.144514780291656,14.941643510954318,15.073671340942383,27429706,0.0,0.0
1996-03-13,15.06722982482017,15.485853675405732,14.989945722081446,15.434330940246582,27421227,0.0,0.0
1996-03-14,15.489072534682467,15.624320032768567,15.334504337422327,15.418229103088379,36343129,0.0,0.0
1996-03-15,15.392467824117528,15.424669857546045,15.102650825194798,15.1412935256958,29065070,0.0,0.0
1996-03-18,15.006046253256333,15.099431370447688,14.700129534937547,14.745211601257324,27165271,0.0,0.0
1996-03-19,14.745209413475896,14.93197962014707,13.975585604075166,14.342686653137207,35581619,0.0,0.0
1996-03-20,14.342686653137207,14.342686653137207,14.342686653137207,14.342686653137207,0,0.0,0.0
1996-03-21,14.622841774914088,14.909437747445741,14.622841774914088,14.796731948852539,13650996,0.0,0.0
1996-03-22,14.63572311401367,14.748428912659525,14.378108186051215,14.635723114013672,23179668,0.0,0.0
